Type,Last,Volume,"Open Int","Daily Premium",Strike,Type,Last,Volume,"Open Int","Daily Premium"
Call,40.80,N/A,N/A,"40,800.00",50.50,Put,0.01,N/A,279,10.00
Call,40.30,N/A,1,"40,300.00",51.00,Put,0.01,N/A,"1,046",10.00
Call,39.80,N/A,2,"39,800.00",51.50,Put,0.01,N/A,90,10.00
Call,39.30,N/A,N/A,"39,300.00",52.00,Put,0.01,N/A,785,10.00
Call,38.80,N/A,N/A,"38,800.00",52.50,Put,0.01,1,106,10.00
,,,,,53.00,Put,0.01,N/A,"2,035",10.00
,,,,,53.50,Put,0.01,N/A,133,10.00
Call,37.30,N/A,N/A,"37,300.00",54.00,Put,0.01,N/A,"2,522",10.00
,,,,,54.50,Put,0.01,N/A,23,10.00
Call,36.30,N/A,N/A,"36,300.00",55.00,Put,0.01,8,"12,778",10.00
,,,,,55.50,Put,0.01,N/A,329,10.00
,,,,,56.00,Put,0.01,N/A,"2,139",10.00
Call,34.80,N/A,1,"34,800.00",56.50,Put,0.01,N/A,255,10.00
,,,,,57.00,Put,0.01,10,"1,561",10.00
Call,33.80,10,N/A,"33,800.00",57.50,Put,0.01,N/A,719,10.00
Call,33.30,20,20,"33,300.00",58.00,Put,0.01,8,"4,726",10.00
Call,32.80,10,N/A,"32,800.00",58.50,Put,0.01,1,180,10.00
Call,32.30,N/A,N/A,"32,300.00",59.00,Put,0.01,50,"1,297",10.00
Call,31.80,100,N/A,"31,800.00",59.50,Put,0.01,1,570,10.00
Call,31.30,200,525,"31,300.00",60.00,Put,0.01,52,"14,571",10.00
Call,30.80,100,N/A,"30,800.00",60.50,Put,0.01,1,347,10.00
Call,30.30,N/A,40,"30,300.00",61.00,Put,0.01,N/A,"4,084",10.00
Call,29.80,N/A,N/A,"29,800.00",61.50,Put,0.02,N/A,520,20.00
Call,29.30,N/A,16,"29,300.00",62.00,Put,0.02,49,"4,905",20.00
,,,,,62.50,Put,0.02,20,561,20.00
Call,28.31,N/A,445,"28,310.00",63.00,Put,0.03,4,"3,087",30.00
Call,27.81,N/A,1,"27,810.00",63.50,Put,0.03,4,"1,445",30.00
Call,27.31,N/A,81,"27,310.00",64.00,Put,0.03,7,"5,446",30.00
Call,26.81,N/A,6,"26,810.00",64.50,Put,0.03,1,356,30.00
Call,26.32,N/A,303,"26,320.00",65.00,Put,0.03,314,"11,960",30.00
Call,25.82,N/A,40,"25,820.00",65.50,Put,0.04,5,925,40.00
Call,25.32,N/A,205,"25,320.00",66.00,Put,0.04,9,"3,380",40.00
Call,24.82,N/A,158,"24,820.00",66.50,Put,0.04,2,267,40.00
Call,24.32,3,"2,364","24,320.00",67.00,Put,0.04,2,"3,405",40.00
Call,23.83,N/A,163,"23,830.00",67.50,Put,0.04,1,"1,008",40.00
Call,23.33,N/A,"3,491","23,330.00",68.00,Put,0.05,50,"7,663",50.00
Call,22.83,N/A,429,"22,830.00",68.50,Put,0.05,33,"1,269",50.00
Call,22.34,N/A,817,"22,340.00",69.00,Put,0.05,17,"3,511",50.00
Call,21.84,N/A,77,"21,840.00",69.50,Put,0.06,2,515,60.00
Call,21.34,N/A,"5,625","21,340.00",70.00,Put,0.06,22,"39,189",60.00
Call,20.85,N/A,186,"20,850.00",70.50,Put,0.06,3,"1,323",60.00
Call,20.35,N/A,480,"20,350.00",71.00,Put,0.07,42,"31,884",70.00
Call,19.86,N/A,329,"19,860.00",71.50,Put,0.07,49,849,70.00
Call,19.36,6,"1,415","19,360.00",72.00,Put,0.08,89,"7,189",80.00
Call,18.87,1,936,"18,870.00",72.50,Put,0.08,107,"1,730",80.00
Call,18.37,2,"1,124","18,370.00",73.00,Put,0.09,293,"5,293",90.00
Call,17.88,N/A,289,"17,880.00",73.50,Put,0.10,1,"1,399",100.00
Call,17.39,N/A,"3,001","17,390.00",74.00,Put,0.11,44,"29,275",110.00
Call,16.90,N/A,708,"16,900.00",74.50,Put,0.11,62,626,110.00
Call,16.41,10,"7,674","16,410.00",75.00,Put,0.12,4,"15,857",120.00
Call,15.92,1,312,"15,920.00",75.50,Put,0.13,56,423,130.00
Call,15.43,6,535,"15,430.00",76.00,Put,0.14,170,"4,554",140.00
Call,14.94,6,"1,464","14,940.00",76.50,Put,0.15,134,"1,386",150.00
Call,14.45,9,"2,655","14,450.00",77.00,Put,0.17,16,"4,747",170.00
Call,13.97,5,470,"13,970.00",77.50,Put,0.18,167,"2,793",180.00
Call,13.48,3,"1,179","13,480.00",78.00,Put,0.20,70,"3,628",200.00
Call,13.00,7,"1,137","13,000.00",78.50,Put,0.21,161,"2,089",210.00
Call,12.52,15,"1,029","12,520.00",79.00,Put,0.24,3,"2,489",240.00
Call,12.05,4,163,"12,050.00",79.50,Put,0.26,98,"1,187",260.00
Call,11.57,4,"10,217","11,570.00",80.00,Put,0.29,4,"16,728",290.00
Call,11.10,5,276,"11,100.00",80.50,Put,0.31,35,"1,195",310.00
Call,10.64,28,"1,939","10,640.00",81.00,Put,0.35,45,"1,602",350.00
Call,10.17,6,722,"10,170.00",81.50,Put,0.39,2,527,390.00
Call,9.72,39,"2,785","9,720.00",82.00,Put,0.43,54,"2,656",430.00
Call,9.26,1,"1,609","9,260.00",82.50,Put,0.47,358,"1,676",470.00
Call,8.82,111,"2,393","8,820.00",83.00,Put,0.53,81,"1,595",530.00
Call,8.38,8,"1,106","8,380.00",83.50,Put,0.59,21,850,590.00
Call,7.96,21,749,"7,960.00",84.00,Put,0.66,15,"3,268",660.00
Call,7.53,11,"1,252","7,530.00",84.50,Put,0.74,48,"1,245",740.00
Call,7.12,10,"18,583","7,120.00",85.00,Put,0.83,211,"7,021",830.00
Call,6.72,74,"1,632","6,720.00",85.50,Put,0.93,38,714,930.00
Call,6.33,14,"2,794","6,330.00",86.00,Put,1.03,49,"1,442","1,030.00"
Call,5.94,32,"1,363","5,940.00",86.50,Put,1.15,90,790,"1,150.00"
Call,5.58,57,"1,141","5,580.00",87.00,Put,1.28,27,"1,319","1,280.00"
Call,5.23,78,"1,660","5,230.00",87.50,Put,1.43,6,"1,009","1,430.00"
Call,4.89,257,"2,444","4,890.00",88.00,Put,1.60,66,"1,544","1,600.00"
Call,4.57,27,789,"4,570.00",88.50,Put,1.77,57,375,"1,770.00"
Call,4.26,317,"1,878","4,260.00",89.00,Put,1.96,21,565,"1,960.00"
Call,3.96,3,"1,813","3,960.00",89.50,Put,2.16,97,467,"2,160.00"
Call,3.68,26,"24,608","3,680.00",90.00,Put,2.39,80,"2,891","2,390.00"
Call,3.42,18,727,"3,420.00",90.50,Put,2.62,25,"1,251","2,620.00"
Call,3.17,7,"1,030","3,170.00",91.00,Put,2.87,78,"1,530","2,870.00"
Call,2.93,7,"2,431","2,930.00",91.50,Put,3.13,64,432,"3,130.00"
Call,2.71,297,"2,451","2,710.00",92.00,Put,3.41,116,673,"3,410.00"
Call,2.51,23,"2,417","2,510.00",92.50,Put,3.71,8,117,"3,710.00"
Call,2.32,20,"2,420","2,320.00",93.00,Put,4.02,7,76,"4,020.00"
Call,2.15,14,598,"2,150.00",93.50,Put,4.35,14,38,"4,350.00"
Call,1.99,47,"2,190","1,990.00",94.00,Put,4.68,21,35,"4,680.00"
Call,1.83,69,"1,361","1,830.00",94.50,Put,5.03,8,16,"5,030.00"
Call,1.69,295,"9,383","1,690.00",95.00,Put,5.39,1,489,"5,390.00"
Call,1.56,3,634,"1,560.00",95.50,Put,5.75,1,19,"5,750.00"
Call,1.43,60,"1,497","1,430.00",96.00,Put,6.13,9,15,"6,130.00"
Call,1.32,4,220,"1,320.00",96.50,Put,6.51,5,8,"6,510.00"
Call,1.22,149,"2,673","1,220.00",97.00,Put,6.91,12,32,"6,910.00"
Call,1.12,5,427,"1,120.00",97.50,Put,7.31,5,13,"7,310.00"
Call,1.03,13,"1,709","1,030.00",98.00,Put,7.72,17,10,"7,720.00"
Call,0.95,16,430,950.00,98.50,Put,8.14,8,21,"8,140.00"
Call,0.87,31,751,870.00,99.00,Put,8.57,1,121,"8,570.00"
Call,0.81,36,124,810.00,99.50,Put,9.00,8,4,"9,000.00"
Call,0.74,185,"19,260",740.00,100.00,Put,9.43,91,487,"9,430.00"
Call,0.69,1,315,690.00,100.50,Put,9.88,3,7,"9,880.00"
Call,0.63,377,"1,490",630.00,101.00,Put,10.32,9,6,"10,320.00"
Call,0.58,58,268,580.00,101.50,Put,10.77,4,5,"10,770.00"
Call,0.54,"1,652","3,156",540.00,102.00,Put,11.23,6,15,"11,230.00"
Call,0.50,26,813,500.00,102.50,Put,11.69,1,8,"11,690.00"
Call,0.46,352,"1,138",460.00,103.00,Put,12.15,2,3,"12,150.00"
Call,0.43,14,193,430.00,103.50,Put,12.61,4,4,"12,610.00"
Call,0.39,192,970,390.00,104.00,Put,13.08,3,19,"13,080.00"
Call,0.37,58,289,370.00,104.50,Put,13.55,3,5,"13,550.00"
Call,0.34,"1,847","7,537",340.00,105.00,Put,14.02,4,19,"14,020.00"
Call,0.31,20,396,310.00,105.50,Put,14.50,6,4,"14,500.00"
Call,0.29,192,558,290.00,106.00,Put,14.98,1,5,"14,980.00"
Call,0.27,13,191,270.00,106.50,Put,15.46,2,N/A,"15,460.00"
Call,0.25,22,937,250.00,107.00,Put,15.94,3,13,"15,940.00"
Call,0.24,5,393,240.00,107.50,Put,16.42,2,12,"16,420.00"
Call,0.22,10,595,220.00,108.00,Put,16.90,1,12,"16,900.00"
Call,0.20,6,151,200.00,108.50,Put,17.39,N/A,15,"17,390.00"
Call,0.19,281,328,190.00,109.00,Put,17.87,1,10,"17,870.00"
Call,0.18,5,113,180.00,109.50,Put,18.36,2,13,"18,360.00"
Call,0.16,"1,788","7,350",160.00,110.00,Put,18.84,N/A,18,"18,840.00"
Call,0.15,11,49,150.00,110.50,Put,19.33,6,8,"19,330.00"
Call,0.14,14,249,140.00,111.00,Put,19.82,2,4,"19,820.00"
Call,0.13,3,151,130.00,111.50,Put,20.31,2,4,"20,310.00"
Call,0.12,262,313,120.00,112.00,Put,20.80,4,7,"20,800.00"
Call,0.12,4,74,120.00,112.50,Put,21.30,3,5,"21,300.00"
Call,0.11,2,193,110.00,113.00,Put,21.79,1,6,"21,790.00"
Call,0.10,36,133,100.00,113.50,Put,22.28,1,4,"22,280.00"
Call,0.09,8,215,90.00,114.00,Put,22.77,1,5,"22,770.00"
Call,0.09,26,917,90.00,114.50,Put,23.27,N/A,2,"23,270.00"
Call,0.08,"1,096","2,514",80.00,115.00,Put,23.76,1,11,"23,760.00"
Call,0.08,4,830,80.00,115.50,Put,24.26,5,10,"24,260.00"
Call,0.07,9,223,70.00,116.00,Put,24.75,N/A,3,"24,750.00"
Call,0.07,5,86,70.00,116.50,Put,25.25,N/A,4,"25,250.00"
Call,0.07,4,144,70.00,117.00,Put,25.75,N/A,7,"25,750.00"
Call,0.06,3,91,60.00,117.50,Put,26.24,N/A,12,"26,240.00"
Call,0.06,2,"1,617",60.00,118.00,Put,26.74,N/A,14,"26,740.00"
Call,0.06,1,47,60.00,118.50,Put,27.24,N/A,7,"27,240.00"
Call,0.05,4,174,50.00,119.00,Put,27.73,N/A,11,"27,730.00"
Call,0.05,1,140,50.00,119.50,Put,28.23,N/A,9,"28,230.00"
Call,0.05,25,"7,759",50.00,120.00,Put,28.73,N/A,8,"28,730.00"
Call,0.05,8,697,50.00,120.50,Put,29.23,N/A,7,"29,230.00"
Call,0.05,10,"1,021",50.00,121.00,Put,29.72,N/A,5,"29,720.00"
Call,0.04,1,97,40.00,121.50,Put,30.22,N/A,14,"30,220.00"
Call,0.04,648,760,40.00,122.00,Put,30.72,N/A,7,"30,720.00"
Call,0.04,1,69,40.00,122.50,Put,31.22,N/A,8,"31,220.00"
Call,0.04,6,249,40.00,123.00,Put,31.72,N/A,5,"31,720.00"
Call,0.04,N/A,142,40.00,123.50,Put,32.22,N/A,4,"32,220.00"
Call,0.04,6,107,40.00,124.00,Put,32.71,N/A,2,"32,710.00"
Call,0.03,9,66,30.00,124.50,Put,33.21,N/A,6,"33,210.00"
Call,0.03,2,"2,002",30.00,125.00,,,,,
Call,0.03,9,214,30.00,125.50,Put,34.21,N/A,5,"34,210.00"
Call,0.03,4,90,30.00,126.00,Put,34.71,N/A,2,"34,710.00"
Call,0.03,6,244,30.00,126.50,,,,,
Call,0.03,2,150,30.00,127.00,Put,35.71,N/A,2,"35,710.00"
Call,0.03,7,83,30.00,127.50,Put,36.21,N/A,8,"36,210.00"
Call,0.03,4,"1,436",30.00,128.00,Put,36.71,N/A,10,"36,710.00"
Call,0.03,N/A,123,30.00,128.50,Put,37.21,N/A,3,"37,210.00"
Call,0.02,2,723,20.00,129.00,Put,37.71,N/A,9,"37,710.00"
Call,0.02,N/A,324,20.00,129.50,Put,38.20,N/A,4,"38,200.00"
Call,0.02,51,"2,530",20.00,130.00,Put,38.70,N/A,11,"38,700.00"
Call,0.02,1,58,20.00,130.50,Put,39.20,N/A,5,"39,200.00"
Call,0.02,96,147,20.00,131.00,Put,39.70,N/A,1,"39,700.00"
Call,0.02,N/A,80,20.00,131.50,Put,40.20,N/A,3,"40,200.00"
Call,0.02,N/A,110,20.00,132.00,Put,40.70,N/A,7,"40,700.00"
Call,0.02,2,235,20.00,132.50,Put,41.20,N/A,6,"41,200.00"
Call,0.02,N/A,64,20.00,133.00,Put,41.70,N/A,6,"41,700.00"
Call,0.02,N/A,40,20.00,133.50,Put,42.20,N/A,11,"42,200.00"
Call,0.02,20,43,20.00,134.00,Put,42.70,N/A,9,"42,700.00"
Call,0.02,2,24,20.00,134.50,Put,43.20,N/A,1,"43,200.00"
Call,0.02,50,878,20.00,135.00,Put,43.70,N/A,2,"43,700.00"
Call,0.02,1,123,20.00,135.50,Put,44.20,N/A,1,"44,200.00"
Call,0.02,1,106,20.00,136.00,,,,,
Call,0.02,N/A,81,20.00,136.50,Put,45.20,N/A,5,"45,200.00"
Call,0.02,N/A,183,20.00,137.00,Put,45.70,N/A,2,"45,700.00"
Call,0.02,N/A,127,20.00,137.50,,,,,
Call,0.02,37,70,20.00,138.00,Put,46.70,N/A,1,"46,700.00"
Call,0.01,N/A,30,10.00,138.50,Put,47.20,N/A,1,"47,200.00"
Call,0.01,18,45,10.00,139.00,Put,47.70,N/A,2,"47,700.00"
Call,0.01,N/A,55,10.00,139.50,Put,48.20,N/A,2,"48,200.00"
Call,0.01,28,"1,709",10.00,140.00,,,,,
Call,0.01,N/A,134,10.00,140.50,Put,49.20,N/A,1,"49,200.00"
Call,0.01,N/A,32,10.00,141.00,,,,,
Call,0.01,46,81,10.00,142.00,,,,,
Call,0.01,N/A,98,10.00,142.50,,,,,
Call,0.01,N/A,56,10.00,143.00,,,,,
Call,0.01,N/A,448,10.00,144.00,,,,,
Call,0.01,3,530,10.00,145.00,,,,,
Call,0.01,2,56,10.00,146.00,,,,,
Call,0.01,3,77,10.00,147.00,,,,,
Call,0.01,N/A,119,10.00,147.50,,,,,
Call,0.01,N/A,107,10.00,148.00,,,,,
Call,0.01,N/A,119,10.00,149.00,,,,,
Call,0.01,19,"8,010",10.00,150.00,,,,,
Call,0.01,N/A,94,10.00,151.00,,,,,
Call,0.01,N/A,165,10.00,152.00,Put,60.70,N/A,1,"60,700.00"
Call,0.01,N/A,56,10.00,152.50,,,,,
Call,0.01,N/A,100,10.00,153.00,,,,,
Call,0.01,N/A,416,10.00,154.00,,,,,
Call,0.01,N/A,295,10.00,155.00,,,,,
Call,0.01,39,126,10.00,156.00,,,,,
Call,0.01,30,147,10.00,157.00,,,,,
Call,0.01,N/A,82,10.00,157.50,,,,,
Call,0.01,N/A,22,10.00,158.00,,,,,
Call,0.01,N/A,52,10.00,159.00,,,,,
Call,0.01,130,"1,096",10.00,160.00,,,,,
Call,0.01,N/A,35,10.00,161.00,,,,,
Call,0.01,N/A,93,10.00,162.00,,,,,
Call,0.01,N/A,85,10.00,162.50,,,,,
Call,0.01,N/A,16,10.00,163.00,,,,,
Call,0.01,N/A,68,10.00,164.00,,,,,
Call,0.01,"1,179","2,535",10.00,165.00,,,,,
Call,0.01,N/A,93,10.00,166.00,,,,,
Call,0.01,N/A,154,10.00,167.00,,,,,
Call,0.01,N/A,48,10.00,167.50,,,,,
Call,0.01,N/A,57,10.00,168.00,,,,,
Call,0.01,N/A,169,10.00,169.00,,,,,
Call,0.01,100,"1,159",10.00,170.00,,,,,
Call,0.01,N/A,24,10.00,171.00,,,,,
Call,0.01,1,5,10.00,172.00,,,,,
Call,0.01,N/A,43,10.00,172.50,,,,,
Call,0.01,N/A,17,10.00,173.00,,,,,
Call,0.01,N/A,19,10.00,174.00,,,,,
Call,0.01,N/A,138,10.00,175.00,,,,,
Call,0.01,1,39,10.00,176.00,,,,,
Call,0.01,N/A,39,10.00,177.00,,,,,
Call,0.01,N/A,66,10.00,177.50,,,,,
Call,0.01,N/A,15,10.00,178.00,,,,,
Call,0.01,N/A,68,10.00,179.00,,,,,
Call,0.01,120,412,10.00,180.00,,,,,
Call,0.01,N/A,19,10.00,181.00,,,,,
Call,0.01,N/A,4,10.00,182.00,,,,,
Call,0.01,N/A,18,10.00,182.50,,,,,
Call,0.01,N/A,13,10.00,183.00,,,,,
Call,0.01,N/A,15,10.00,184.00,,,,,
Call,0.01,N/A,127,10.00,185.00,,,,,
Call,0.01,N/A,1,10.00,186.00,,,,,
Call,0.01,N/A,89,10.00,187.00,,,,,
Call,0.01,N/A,33,10.00,187.50,,,,,
Call,0.01,20,62,10.00,188.00,,,,,
Call,0.01,N/A,1,10.00,189.00,,,,,
Call,0.01,N/A,192,10.00,190.00,,,,,
Call,0.01,N/A,40,10.00,192.00,,,,,
Call,0.01,N/A,3,10.00,193.00,,,,,
Call,0.01,N/A,53,10.00,194.00,,,,,
Call,0.01,N/A,8,10.00,195.00,,,,,
Call,0.01,N/A,6,10.00,196.00,,,,,
Call,0.01,20,20,10.00,197.00,,,,,
Call,0.01,10,43,10.00,198.00,,,,,
Call,0.01,N/A,17,10.00,199.00,,,,,
Call,0.01,150,541,10.00,200.00,,,,,
Call,0.01,N/A,16,10.00,201.00,,,,,
Call,0.01,N/A,2,10.00,202.00,,,,,
Call,0.01,N/A,69,10.00,203.00,,,,,
Call,0.01,N/A,1,10.00,204.00,,,,,
Call,0.01,N/A,60,10.00,205.00,,,,,
Call,0.01,N/A,2,10.00,206.00,,,,,
Call,0.01,N/A,19,10.00,207.00,,,,,
Call,0.01,N/A,16,10.00,208.00,,,,,
Call,0.01,N/A,6,10.00,209.00,,,,,
Call,0.01,200,304,10.00,210.00,,,,,
Call,0.01,N/A,2,10.00,211.00,,,,,
Call,0.01,N/A,80,10.00,215.00,,,,,
Call,0.01,N/A,1,10.00,216.00,,,,,
Call,0.01,N/A,30,10.00,217.00,,,,,
Call,0.01,N/A,80,10.00,218.00,,,,,
Call,0.01,N/A,68,10.00,220.00,,,,,
Call,0.01,N/A,5,10.00,221.00,,,,,
Call,0.01,N/A,21,10.00,222.00,,,,,
Call,0.01,N/A,10,10.00,223.00,,,,,
Call,0.01,N/A,16,10.00,224.00,,,,,
Call,0.01,N/A,84,10.00,225.00,,,,,
Call,0.01,N/A,22,10.00,230.00,,,,,
Call,0.01,N/A,2,10.00,231.00,,,,,
Call,0.01,N/A,41,10.00,232.00,,,,,
Call,0.01,N/A,2,10.00,233.00,,,,,
Call,0.01,N/A,27,10.00,234.00,,,,,
Call,0.01,N/A,22,10.00,235.00,,,,,
Call,0.01,N/A,43,10.00,236.00,,,,,
Call,0.01,N/A,2,10.00,237.00,,,,,
Call,0.01,N/A,1,10.00,239.00,,,,,
Call,0.01,N/A,84,10.00,240.00,,,,,
Call,0.01,N/A,3,10.00,246.00,,,,,
Call,0.01,N/A,8,10.00,249.00,,,,,
Call,0.01,N/A,621,10.00,250.00,,,,,
"Downloaded from Barchart.com as of 09-04-2026 03:00am CDT"
